Ref,Val,Package,PosX,PosY,Rot,Side
"N142","~","SK6805-EC14",64.346009,-60.988000,0.000000,top
"N143","~","SK6805-EC14",32.769009,-60.988000,0.000000,top
"N143","~","SK6805-EC14",67.769009,-60.988000,0.000000,top
"N144","~","SK6805-EC14",71.192009,-60.988000,0.000000,top
"N144","~","SK6805-EC14",36.192009,-60.988000,0.000000,top
"N145","~","SK6805-EC14",8.808009,-64.411000,0.000000,top
"N145","~","SK6805-EC14",43.808009,-64.411000,0.000000,top
"N146","~","SK6805-EC14",47.231009,-64.411000,0.000000,top
"N146","~","SK6805-EC14",12.231009,-64.411000,0.000000,top
"N147","~","SK6805-EC14",50.654009,-64.411000,0.000000,top
"N147","~","SK6805-EC14",15.654009,-64.411000,0.000000,top
"N148","~","SK6805-EC14",54.077009,-64.411000,0.000000,top
"N148","~","SK6805-EC14",19.077009,-64.411000,0.000000,top
"N149","~","SK6805-EC14",57.500009,-64.411000,0.000000,top
"N149","~","SK6805-EC14",22.500009,-64.411000,0.000000,top
"N150","~","SK6805-EC14",25.923009,-64.411000,0.000000,top
"N150","~","SK6805-EC14",60.923009,-64.411000,0.000000,top
"N151","~","SK6805-EC14",64.346009,-64.411000,0.000000,top
"N151","~","SK6805-EC14",29.346009,-64.411000,0.000000,top
"N152","~","SK6805-EC14",32.769009,-64.411000,0.000000,top
"N152","~","SK6805-EC14",67.769009,-64.411000,0.000000,top
"N153","~","SK6805-EC14",71.192009,-64.411000,0.000000,top
"N153","~","SK6805-EC14",36.192009,-64.411000,0.000000,top
"N154","~","SK6805-EC14",43.808009,-67.834000,0.000000,top
"N154","~","SK6805-EC14",8.808009,-67.834000,0.000000,top
"N155","~","SK6805-EC14",47.231009,-67.834000,0.000000,top
"N155","~","SK6805-EC14",12.231009,-67.834000,0.000000,top
"N156","~","SK6805-EC14",15.654009,-67.834000,0.000000,top
"N156","~","SK6805-EC14",50.654009,-67.834000,0.000000,top
"N157","~","SK6805-EC14",54.077009,-67.834000,0.000000,top
"N157","~","SK6805-EC14",19.077009,-67.834000,0.000000,top
"N158","~","SK6805-EC14",22.500009,-67.834000,0.000000,top
"N158","~","SK6805-EC14",57.500009,-67.834000,0.000000,top
"N159","~","SK6805-EC14",25.923009,-67.834000,0.000000,top
"N159","~","SK6805-EC14",60.923009,-67.834000,0.000000,top
"N160","~","SK6805-EC14",29.346009,-67.834000,0.000000,top
"N160","~","SK6805-EC14",64.346009,-67.834000,0.000000,top
"N161","~","SK6805-EC14",32.769009,-67.834000,0.000000,top
"N161","~","SK6805-EC14",67.769009,-67.834000,0.000000,top
"N162","~","SK6805-EC14",36.192009,-67.834000,0.000000,top
"N162","~","SK6805-EC14",71.192009,-67.834000,0.000000,top
"N163","~","SK6805-EC14",43.808009,-71.257000,0.000000,top
"N163","~","SK6805-EC14",8.808009,-71.257000,0.000000,top
"N164","~","SK6805-EC14",47.231009,-71.257000,0.000000,top
"N164","~","SK6805-EC14",12.231009,-71.257000,0.000000,top
"N165","~","SK6805-EC14",50.654009,-71.257000,0.000000,top
"N165","~","SK6805-EC14",15.654009,-71.257000,0.000000,top
"N166","~","SK6805-EC14",54.077009,-71.257000,0.000000,top
"N166","~","SK6805-EC14",19.077009,-71.257000,0.000000,top
"N167","~","SK6805-EC14",22.500009,-71.257000,0.000000,top
"N167","~","SK6805-EC14",57.500009,-71.257000,0.000000,top
"N168","~","SK6805-EC14",25.923009,-71.257000,0.000000,top
"N168","~","SK6805-EC14",60.923009,-71.257000,0.000000,top
"N169","~","SK6805-EC14",29.346009,-71.257000,0.000000,top
"N169","~","SK6805-EC14",64.346009,-71.257000,0.000000,top
"N170","~","SK6805-EC14",67.769009,-71.257000,0.000000,top
"N170","~","SK6805-EC14",32.769009,-71.257000,0.000000,top
"N171","~","SK6805-EC14",71.192009,-71.257000,0.000000,top
"N171","~","SK6805-EC14",36.192009,-71.257000,0.000000,top
"N172","~","SK6805-EC14",43.808009,-74.680000,0.000000,top
"N172","~","SK6805-EC14",8.808009,-74.680000,0.000000,top
"N173","~","SK6805-EC14",47.231009,-74.680000,0.000000,top
"N173","~","SK6805-EC14",12.231009,-74.680000,0.000000,top
"N174","~","SK6805-EC14",50.654009,-74.680000,0.000000,top
"N174","~","SK6805-EC14",15.654009,-74.680000,0.000000,top
"N175","~","SK6805-EC14",19.077009,-74.680000,0.000000,top
"N175","~","SK6805-EC14",54.077009,-74.680000,0.000000,top
"N176","~","SK6805-EC14",22.500009,-74.680000,0.000000,top
"N176","~","SK6805-EC14",57.500009,-74.680000,0.000000,top
"N177","~","SK6805-EC14",25.923009,-74.680000,0.000000,top
"N177","~","SK6805-EC14",60.923009,-74.680000,0.000000,top
"N178","~","SK6805-EC14",29.346009,-74.680000,0.000000,top
"N178","~","SK6805-EC14",64.346009,-74.680000,0.000000,top
"N179","~","SK6805-EC14",32.769009,-74.680000,0.000000,top
"N179","~","SK6805-EC14",67.769009,-74.680000,0.000000,top
"N180","~","SK6805-EC14",71.192009,-74.680000,0.000000,top
"N180","~","SK6805-EC14",36.192009,-74.680000,0.000000,top
"N181","~","SK6805-EC14",43.808009,-78.103000,0.000000,top
"N181","~","SK6805-EC14",8.808009,-78.103000,0.000000,top
"N182","~","SK6805-EC14",12.231009,-78.103000,0.000000,top
"N182","~","SK6805-EC14",47.231009,-78.103000,0.000000,top
"N183","~","SK6805-EC14",50.654009,-78.103000,0.000000,top
"N183","~","SK6805-EC14",15.654009,-78.103000,0.000000,top
"N184","~","SK6805-EC14",19.077009,-78.103000,0.000000,top
"N184","~","SK6805-EC14",54.077009,-78.103000,0.000000,top
"N185","~","SK6805-EC14",57.500009,-78.103000,0.000000,top
"N185","~","SK6805-EC14",22.500009,-78.103000,0.000000,top
"N186","~","SK6805-EC14",60.923009,-78.103000,0.000000,top
"N186","~","SK6805-EC14",25.923009,-78.103000,0.000000,top
"N187","~","SK6805-EC14",29.346009,-78.103000,0.000000,top
"N187","~","SK6805-EC14",64.346009,-78.103000,0.000000,top
"N188","~","SK6805-EC14",67.769009,-78.103000,0.000000,top
"N188","~","SK6805-EC14",32.769009,-78.103000,0.000000,top
"N189","~","SK6805-EC14",36.192009,-78.103000,0.000000,top
"N189","~","SK6805-EC14",71.192009,-78.103000,0.000000,top
"N190","~","SK6805-EC14",43.808009,-81.526000,0.000000,top
"N190","~","SK6805-EC14",8.808009,-81.526000,0.000000,top
"N191","~","SK6805-EC14",47.231009,-81.526000,0.000000,top
"N191","~","SK6805-EC14",12.231009,-81.526000,0.000000,top
"N192","~","SK6805-EC14",15.654009,-81.526000,0.000000,top
"N192","~","SK6805-EC14",50.654009,-81.526000,0.000000,top
"N193","~","SK6805-EC14",19.077009,-81.526000,0.000000,top
"N193","~","SK6805-EC14",54.077009,-81.526000,0.000000,top
"N194","~","SK6805-EC14",22.500009,-81.526000,0.000000,top
"N194","~","SK6805-EC14",57.500009,-81.526000,0.000000,top
"N195","~","SK6805-EC14",25.923009,-81.526000,0.000000,top
"N195","~","SK6805-EC14",60.923009,-81.526000,0.000000,top
"N196","~","SK6805-EC14",64.346009,-81.526000,0.000000,top
"N196","~","SK6805-EC14",29.346009,-81.526000,0.000000,top
"N197","~","SK6805-EC14",32.769009,-81.526000,0.000000,top
"N197","~","SK6805-EC14",67.769009,-81.526000,0.000000,top
"N198","~","SK6805-EC14",71.192009,-81.526000,0.000000,top
"N198","~","SK6805-EC14",36.192009,-81.526000,0.000000,top
"N199","~","SK6805-EC14",8.808009,-84.949000,0.000000,top
"N199","~","SK6805-EC14",43.808009,-84.949000,0.000000,top
"N200","~","SK6805-EC14",12.231009,-84.949000,0.000000,top
"N200","~","SK6805-EC14",47.231009,-84.949000,0.000000,top
"N201","~","SK6805-EC14",15.654009,-84.949000,0.000000,top
"N201","~","SK6805-EC14",50.654009,-84.949000,0.000000,top
"N202","~","SK6805-EC14",54.077009,-84.949000,0.000000,top
"N202","~","SK6805-EC14",19.077009,-84.949000,0.000000,top
"N203","~","SK6805-EC14",22.500009,-84.949000,0.000000,top
"N203","~","SK6805-EC14",57.500009,-84.949000,0.000000,top
"N204","~","SK6805-EC14",25.923009,-84.949000,0.000000,top
"N204","~","SK6805-EC14",60.923009,-84.949000,0.000000,top
"N205","~","SK6805-EC14",29.346009,-84.949000,0.000000,top
"N205","~","SK6805-EC14",64.346009,-84.949000,0.000000,top
"N206","~","SK6805-EC14",32.769009,-84.949000,0.000000,top
"N206","~","SK6805-EC14",67.769009,-84.949000,0.000000,top
"N207","~","SK6805-EC14",71.192009,-84.949000,0.000000,top
"N207","~","SK6805-EC14",36.192009,-84.949000,0.000000,top
"N208","~","SK6805-EC14",43.808009,-88.372000,0.000000,top
"N208","~","SK6805-EC14",8.808009,-88.372000,0.000000,top
"N209","~","SK6805-EC14",12.231009,-88.372000,0.000000,top
"N209","~","SK6805-EC14",47.231009,-88.372000,0.000000,top
"N210","~","SK6805-EC14",15.654009,-88.372000,0.000000,top
"N210","~","SK6805-EC14",50.654009,-88.372000,0.000000,top
"N211","~","SK6805-EC14",19.077009,-88.372000,0.000000,top
"N211","~","SK6805-EC14",54.077009,-88.372000,0.000000,top
"N212","~","SK6805-EC14",57.500009,-88.372000,0.000000,top
"N212","~","SK6805-EC14",22.500009,-88.372000,0.000000,top
"N213","~","SK6805-EC14",25.923009,-88.372000,0.000000,top
"N213","~","SK6805-EC14",60.923009,-88.372000,0.000000,top
"N214","~","SK6805-EC14",29.346009,-88.372000,0.000000,top
"N214","~","SK6805-EC14",64.346009,-88.372000,0.000000,top
"N215","~","SK6805-EC14",67.769009,-88.372000,0.000000,top
"N215","~","SK6805-EC14",32.769009,-88.372000,0.000000,top
"N216","~","SK6805-EC14",71.192009,-88.372000,0.000000,top
"N216","~","SK6805-EC14",36.192009,-88.372000,0.000000,top
"N217","~","SK6805-EC14",43.808009,-91.795000,0.000000,top
"N217","~","SK6805-EC14",8.808009,-91.795000,0.000000,top
"N218","~","SK6805-EC14",47.231009,-91.795000,0.000000,top
"N218","~","SK6805-EC14",12.231009,-91.795000,0.000000,top
"N219","~","SK6805-EC14",15.654009,-91.795000,0.000000,top
"N219","~","SK6805-EC14",50.654009,-91.795000,0.000000,top
"N220","~","SK6805-EC14",54.077009,-91.795000,0.000000,top
"N220","~","SK6805-EC14",19.077009,-91.795000,0.000000,top
"N221","~","SK6805-EC14",22.500009,-91.795000,0.000000,top
"N221","~","SK6805-EC14",57.500009,-91.795000,0.000000,top
"N222","~","SK6805-EC14",25.923009,-91.795000,0.000000,top
"N222","~","SK6805-EC14",60.923009,-91.795000,0.000000,top
"N223","~","SK6805-EC14",64.346009,-91.795000,0.000000,top
"N223","~","SK6805-EC14",29.346009,-91.795000,0.000000,top
"N224","~","SK6805-EC14",67.769009,-91.795000,0.000000,top
"N224","~","SK6805-EC14",32.769009,-91.795000,0.000000,top
"N225","~","SK6805-EC14",36.192009,-91.795000,0.000000,top
"N225","~","SK6805-EC14",71.192009,-91.795000,0.000000,top
"N226","~","SK6805-EC14",43.808009,-95.218000,0.000000,top
"N226","~","SK6805-EC14",8.808009,-95.218000,0.000000,top
"N227","~","SK6805-EC14",12.231009,-95.218000,0.000000,top
"N227","~","SK6805-EC14",47.231009,-95.218000,0.000000,top
"N228","~","SK6805-EC14",50.654009,-95.218000,0.000000,top
"N228","~","SK6805-EC14",15.654009,-95.218000,0.000000,top
"N229","~","SK6805-EC14",19.077009,-95.218000,0.000000,top
"N229","~","SK6805-EC14",54.077009,-95.218000,0.000000,top
"N230","~","SK6805-EC14",57.500009,-95.218000,0.000000,top
"N230","~","SK6805-EC14",22.500009,-95.218000,0.000000,top
"N231","~","SK6805-EC14",25.923009,-95.218000,0.000000,top
"N231","~","SK6805-EC14",60.923009,-95.218000,0.000000,top
"N232","~","SK6805-EC14",29.346009,-95.218000,0.000000,top
"N232","~","SK6805-EC14",64.346009,-95.218000,0.000000,top
"N233","~","SK6805-EC14",67.769009,-95.218000,0.000000,top
"N233","~","SK6805-EC14",32.769009,-95.218000,0.000000,top
"N234","~","SK6805-EC14",36.192009,-95.218000,0.000000,top
"N234","~","SK6805-EC14",71.192009,-95.218000,0.000000,top
"N235","~","SK6805-EC14",43.808009,-98.641000,0.000000,top
"N235","~","SK6805-EC14",8.808009,-98.641000,0.000000,top
"N236","~","SK6805-EC14",47.231009,-98.641000,0.000000,top
"N236","~","SK6805-EC14",12.231009,-98.641000,0.000000,top
"N237","~","SK6805-EC14",15.654009,-98.641000,0.000000,top
"N237","~","SK6805-EC14",50.654009,-98.641000,0.000000,top
"N238","~","SK6805-EC14",54.077009,-98.641000,0.000000,top
"N238","~","SK6805-EC14",19.077009,-98.641000,0.000000,top
"N239","~","SK6805-EC14",57.500009,-98.641000,0.000000,top
"N239","~","SK6805-EC14",22.500009,-98.641000,0.000000,top
"N240","~","SK6805-EC14",25.923009,-98.641000,0.000000,top
"N240","~","SK6805-EC14",60.923009,-98.641000,0.000000,top
"N241","~","SK6805-EC14",29.346009,-98.641000,0.000000,top
"N241","~","SK6805-EC14",64.346009,-98.641000,0.000000,top
"N242","~","SK6805-EC14",32.769009,-98.641000,0.000000,top
"N242","~","SK6805-EC14",67.769009,-98.641000,0.000000,top
"N243","~","SK6805-EC14",71.192009,-98.641000,0.000000,top
"N243","~","SK6805-EC14",36.192009,-98.641000,0.000000,top
"N244","~","SK6805-EC14",43.808009,-102.064000,0.000000,top
"N244","~","SK6805-EC14",8.808009,-102.064000,0.000000,top
"N245","~","SK6805-EC14",47.231009,-102.064000,0.000000,top
"N245","~","SK6805-EC14",12.231009,-102.064000,0.000000,top
"N246","~","SK6805-EC14",50.654009,-102.064000,0.000000,top
"N246","~","SK6805-EC14",15.654009,-102.064000,0.000000,top
"N247","~","SK6805-EC14",54.077009,-102.064000,0.000000,top
"N247","~","SK6805-EC14",19.077009,-102.064000,0.000000,top
"N248","~","SK6805-EC14",57.500009,-102.064000,0.000000,top
"N248","~","SK6805-EC14",22.500009,-102.064000,0.000000,top
"N249","~","SK6805-EC14",25.923009,-102.064000,0.000000,top
"N249","~","SK6805-EC14",60.923009,-102.064000,0.000000,top
"N250","~","SK6805-EC14",29.346009,-102.064000,0.000000,top
"N250","~","SK6805-EC14",64.346009,-102.064000,0.000000,top
"N251","~","SK6805-EC14",67.769009,-102.064000,0.000000,top
"N251","~","SK6805-EC14",32.769009,-102.064000,0.000000,top
"N252","~","SK6805-EC14",71.192009,-102.064000,0.000000,top
"N252","~","SK6805-EC14",36.192009,-102.064000,0.000000,top
"N253","~","SK6805-EC14",43.808009,-105.487000,0.000000,top
"N253","~","SK6805-EC14",8.808009,-105.487000,0.000000,top
"N254","~","SK6805-EC14",12.231009,-105.487000,0.000000,top
"N254","~","SK6805-EC14",47.231009,-105.487000,0.000000,top
"N255","~","SK6805-EC14",50.654009,-105.487000,0.000000,top
"N255","~","SK6805-EC14",15.654009,-105.487000,0.000000,top
"N256","~","SK6805-EC14",54.077009,-105.487000,0.000000,top
"N256","~","SK6805-EC14",19.077009,-105.487000,0.000000,top
"N257","~","SK6805-EC14",57.500009,-105.487000,0.000000,top
"N257","~","SK6805-EC14",22.500009,-105.487000,0.000000,top
"N258","~","SK6805-EC14",60.923009,-105.487000,0.000000,top
"N258","~","SK6805-EC14",25.923009,-105.487000,0.000000,top
"N259","~","SK6805-EC14",29.346009,-105.487000,0.000000,top
"N259","~","SK6805-EC14",64.346009,-105.487000,0.000000,top
"N260","~","SK6805-EC14",32.769009,-105.487000,0.000000,top
"N260","~","SK6805-EC14",67.769009,-105.487000,0.000000,top
"N261","~","SK6805-EC14",71.192009,-105.487000,0.000000,top
"N261","~","SK6805-EC14",36.192009,-105.487000,0.000000,top
"N262","~","SK6805-EC14",43.808009,-108.910000,0.000000,top
"N262","~","SK6805-EC14",8.808009,-108.910000,0.000000,top
"N263","~","SK6805-EC14",12.231009,-108.910000,0.000000,top
"N263","~","SK6805-EC14",47.231009,-108.910000,0.000000,top
"N264","~","SK6805-EC14",50.654009,-108.910000,0.000000,top
"N264","~","SK6805-EC14",15.654009,-108.910000,0.000000,top
"N265","~","SK6805-EC14",19.077009,-108.910000,0.000000,top
"N265","~","SK6805-EC14",54.077009,-108.910000,0.000000,top
"N266","~","SK6805-EC14",22.500009,-108.910000,0.000000,top
"N266","~","SK6805-EC14",57.500009,-108.910000,0.000000,top
"N267","~","SK6805-EC14",60.923009,-108.910000,0.000000,top
"N267","~","SK6805-EC14",25.923009,-108.910000,0.000000,top
"N268","~","SK6805-EC14",29.346009,-108.910000,0.000000,top
"N268","~","SK6805-EC14",64.346009,-108.910000,0.000000,top
"N269","~","SK6805-EC14",67.769009,-108.910000,0.000000,top
"N269","~","SK6805-EC14",32.769009,-108.910000,0.000000,top
"N270","~","SK6805-EC14",36.192009,-108.910000,0.000000,top
"N270","~","SK6805-EC14",71.192009,-108.910000,0.000000,top
"N271","~","SK6805-EC14",43.808009,-112.333000,0.000000,top
"N271","~","SK6805-EC14",8.808009,-112.333000,0.000000,top
"N272","~","SK6805-EC14",12.231009,-112.333000,0.000000,top
"N272","~","SK6805-EC14",47.231009,-112.333000,0.000000,top
"N273","~","SK6805-EC14",15.654009,-112.333000,0.000000,top
"N273","~","SK6805-EC14",50.654009,-112.333000,0.000000,top
"N274","~","SK6805-EC14",54.077009,-112.333000,0.000000,top
"N274","~","SK6805-EC14",19.077009,-112.333000,0.000000,top
"N275","~","SK6805-EC14",22.500009,-112.333000,0.000000,top
"N275","~","SK6805-EC14",57.500009,-112.333000,0.000000,top
"N276","~","SK6805-EC14",60.923009,-112.333000,0.000000,top
"N276","~","SK6805-EC14",25.923009,-112.333000,0.000000,top
"N277","~","SK6805-EC14",29.346009,-112.333000,0.000000,top
"N277","~","SK6805-EC14",64.346009,-112.333000,0.000000,top
"N278","~","SK6805-EC14",67.769009,-112.333000,0.000000,top
"N278","~","SK6805-EC14",32.769009,-112.333000,0.000000,top
"N279","~","SK6805-EC14",71.192009,-112.333000,0.000000,top
"N279","~","SK6805-EC14",36.192009,-112.333000,0.000000,top
"N280","~","SK6805-EC14",43.808009,-115.756000,0.000000,top
"N280","~","SK6805-EC14",8.808009,-115.756000,0.000000,top
"N281","~","SK6805-EC14",12.231009,-115.756000,0.000000,top
"N281","~","SK6805-EC14",47.231009,-115.756000,0.000000,top
"N282","~","SK6805-EC14",15.654009,-115.756000,0.000000,top
"N282","~","SK6805-EC14",50.654009,-115.756000,0.000000,top
"N283","~","SK6805-EC14",54.077009,-115.756000,0.000000,top
"N283","~","SK6805-EC14",19.077009,-115.756000,0.000000,top
"N284","~","SK6805-EC14",22.500009,-115.756000,0.000000,top
"N284","~","SK6805-EC14",57.500009,-115.756000,0.000000,top
"N285","~","SK6805-EC14",60.923009,-115.756000,0.000000,top
"N285","~","SK6805-EC14",25.923009,-115.756000,0.000000,top
"N286","~","SK6805-EC14",64.346009,-115.756000,0.000000,top
"N286","~","SK6805-EC14",29.346009,-115.756000,0.000000,top
"N287","~","SK6805-EC14",67.769009,-115.756000,0.000000,top
"N287","~","SK6805-EC14",32.769009,-115.756000,0.000000,top
"N288","~","SK6805-EC14",71.192009,-115.756000,0.000000,top
"N288","~","SK6805-EC14",36.192009,-115.756000,0.000000,top
